time_s,latency_ms
5.803584,7.1240
5.810714,7.1290
5.817840,7.1249
5.824970,7.1289
5.832098,7.1270
5.839225,7.1257
5.846356,7.1299
5.853484,7.1267
5.860610,7.1246
5.867744,7.1337
5.874882,7.1368
5.882012,7.1282
5.889141,7.1282
5.896272,7.1296
5.903422,7.1487
5.910585,7.1628
5.917723,7.1353
5.924850,7.1266
5.931977,7.1252
5.939100,7.1224
5.946226,7.1251
5.953354,7.1269
5.960484,7.1288
5.967650,7.1643
5.974776,7.1245
5.981900,7.1235
5.989052,7.1511
5.996231,7.1763
6.003367,7.1348
6.010502,7.1332
6.017637,7.1340
6.024785,7.1467
6.031923,7.1371
6.039067,7.1435
6.046196,7.1272
6.053328,7.1305
6.060454,7.1252
6.067584,7.1293
6.074719,7.1334
6.081844,7.1243
6.088969,7.1245
6.096095,7.1242
6.103222,7.1263
6.110350,7.1266
6.117478,7.1274
6.124604,7.1245
6.131732,7.1272
6.138860,7.1268
6.145985,7.1238
6.153111,7.1248
6.160267,7.1548
6.167401,7.1333
6.174530,7.1271
6.181666,7.1354
6.188803,7.1359
6.195936,7.1314
6.203061,7.1240
6.210186,7.1233
6.217312,7.1251
6.224436,7.1233
6.231562,7.1251
6.238710,7.1469
6.245856,7.1448
6.253012,7.1549
6.260145,7.1316
6.267274,7.1274
6.274405,7.1298
6.281536,7.1294
6.288665,7.1286
6.295791,7.1248
6.302923,7.1309
6.310055,7.1303
6.317182,7.1267
6.324307,7.1238
6.331434,7.1258
6.338568,7.1332
6.345699,7.1297
6.352823,7.1234
6.359951,7.1266
6.367076,7.1244
6.374201,7.1233
6.381328,7.1261
6.388453,7.1240
6.395577,7.1235
6.402703,7.1246
6.409827,7.1233
6.417184,7.3555
6.424312,7.1266
6.431446,7.1325
6.438573,7.1261
6.445700,7.1259
6.452836,7.1346
6.459984,7.1475
6.467116,7.1306
6.474242,7.1250
6.481426,7.1829
6.488580,7.1529
6.495713,7.1318
6.502837,7.1229
6.509962,7.1245
6.517091,7.1271
6.524222,7.1302
6.531349,7.1258
6.538488,7.1376
6.545642,7.1525
6.552787,7.1439
6.559916,7.1273
6.567096,7.1794
6.574275,7.1750
6.581408,7.1283
6.588627,7.2177
6.595763,7.1280
6.602890,7.1250
6.610182,7.2905
6.617314,7.1304
6.624440,7.1252
6.631570,7.1289
6.638719,7.1484
6.645848,7.1275
6.652981,7.1318
6.660112,7.1302
6.667237,7.1241
6.674433,7.1951
6.681692,7.2561
6.688855,7.1542
6.695996,7.1354
6.703131,7.1345
6.710266,7.1335
6.717394,7.1269
6.724519,7.1239
6.731676,7.1558
6.738842,7.1642
6.745981,7.1379
6.753107,7.1245
6.760233,7.1250
6.767361,7.1269
6.774490,7.1277
6.781629,7.1380
6.788765,7.1347
6.795891,7.1248
6.803019,7.1276
6.810155,7.1343
6.817403,7.2472
6.824539,7.1311
6.831666,7.1264
6.838795,7.1273
6.845929,7.1327
6.853056,7.1266
6.860182,7.1244
6.867329,7.1460
6.874453,7.1225
6.881579,7.1254
6.888710,7.1292
6.895840,7.1292
6.902975,7.1337
6.910110,7.1339
6.917239,7.1248
6.924363,7.1236
6.931491,7.1266
6.938645,7.1528
6.945781,7.1349
6.952909,7.1269
6.960037,7.1268
6.967201,7.1626
6.974354,7.1496
6.981480,7.1240
6.988612,7.1312
6.995738,7.1251
7.002868,7.1287
7.010033,7.1643
7.017161,7.1242
7.024288,7.1261
7.031418,7.1288
7.038550,7.1311
7.045684,7.1327
7.052814,7.1297
7.059943,7.1273
7.067072,7.1276
7.074199,7.1256
7.081325,7.1253
7.088457,7.1304
7.095583,7.1247
7.102711,7.1273
7.109843,7.1309
7.116968,7.1237
7.124095,7.1261
7.131229,7.1333
7.138358,7.1275
7.145487,7.1280
7.152612,7.1243
7.159740,7.1262
7.166879,7.1382
7.174020,7.1400
7.181165,7.1441
7.188298,7.1313
7.195433,7.1343
7.202573,7.1386
7.209708,7.1340
7.216855,7.1459
7.224000,7.1440
7.231143,7.1417
7.238283,7.1389
7.245414,7.1300
7.252538,7.1238
7.259665,7.1253
7.266793,7.1271
7.273919,7.1253
7.281047,7.1268
7.288179,7.1304
7.295304,7.1244
7.302431,7.1260
7.309592,7.1508
7.316721,7.1284
7.323851,7.1286
7.330980,7.1282
7.338114,7.1323
7.345242,7.1258
7.352373,7.1304
7.359497,7.1235
7.366633,7.1347
7.373762,7.1279
7.380887,7.1239
7.388015,7.1263
7.395142,7.1260
7.402269,7.1256
7.409393,7.1232
7.416518,7.1240
7.423642,7.1234
7.430773,7.1295
7.438113,7.3388
7.445250,7.1338
7.452376,7.1252
7.459501,7.1243
7.466678,7.1762
7.473806,7.1267
7.480946,7.1393
7.488076,7.1290
7.495205,7.1272
7.502349,7.1426
7.509473,7.1234
7.516599,7.1248
7.523727,7.1269
7.530856,7.1278
7.537990,7.1327
7.545119,7.1272
7.552247,7.1276
7.559382,7.1339
7.566605,7.2209
7.573807,7.1989
7.580975,7.1648
7.588101,7.1243
7.595229,7.1271
7.602355,7.1250
7.609486,7.1303
7.616623,7.1341
7.625287,7.1541
7.632583,7.2824
7.639721,7.1360
7.646857,7.1353
7.654000,7.1419
7.661130,7.1284
7.668260,7.1287
7.675392,7.1317
7.682527,7.1340
7.689679,7.1506
7.696867,7.1867
7.704105,7.2371
7.711285,7.1769
7.718432,7.1463
7.725578,7.1443
7.732714,7.1351
7.739845,7.1291
7.746974,7.1284
7.754118,7.1428
7.761245,7.1263
7.768373,7.1268
7.775503,7.1285
7.782627,7.1231
7.789759,7.1301
7.796888,7.1286
7.804014,7.1242
7.811140,7.1247
7.818273,7.1325
7.825408,7.1339
7.832538,7.1286
7.839727,7.1886
7.846852,7.1235
7.853984,7.1310
7.861109,7.1247
7.868236,7.1251
7.875385,7.1487
7.882514,7.1273
7.889639,7.1246
7.896774,7.1337
7.903934,7.1584
7.911163,7.2280
7.918300,7.1354
7.925426,7.1254
7.932561,7.1334
7.939697,7.1353
7.946834,7.1361
7.953981,7.1458
7.961153,7.1712
7.968325,7.1706
7.975452,7.1249
7.982600,7.1469
7.989770,7.1687
7.996902,7.1302
8.004029,7.1266
8.011161,7.1301
8.018304,7.1415
8.025436,7.1300
8.032563,7.1261
8.039691,7.1273
8.046820,7.1272
8.053947,7.1259
8.061072,7.1237
8.068204,7.1309
8.075336,7.1313
8.082472,7.1342
8.089614,7.1412
8.096750,7.1353
8.103881,7.1292
8.111010,7.1282
8.118138,7.1274
